Inception3   line 1 cols 1-10 is T_Identifier 
momentum     line 227 cols 41-48 is T_momentum 
=            line 227 cols 49-49 is '=' 
0.1          line 227 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 227 cols 53-53 is ',' 
affine       line 227 cols 55-60 is T_Identifier 
=            line 227 cols 61-61 is '=' 
True         line 227 cols 62-65 is T_BoolConstant (value = true)
,            line 227 cols 66-66 is ',' 
track_running_stats line 227 cols 68-86 is T_track_running_stats 
=            line 227 cols 87-87 is '=' 
True         line 227 cols 88-91 is T_BoolConstant (value = true)
)            line 227 cols 92-92 is ')' 
)            line 228 cols 5-5 is ')' 
(            line 229 cols 5-5 is '(' 
branch7x7_3  line 229 cols 6-16 is T_Identifier 
)            line 229 cols 17-17 is ')' 
:            line 229 cols 18-18 is ':' 
BasicConv2d  line 229 cols 20-30 is T_Identifier 
(            line 229 cols 31-31 is '(' 
(            line 230 cols 7-7 is '(' 
conv         line 230 cols 8-11 is T_Identifier 
)            line 230 cols 12-12 is ')' 
:            line 230 cols 13-13 is ':' 
Conv2d       line 230 cols 15-20 is T_Conv2d 
(            line 230 cols 21-21 is '(' 
160          line 230 cols 22-24 is T_IntConstant (value = 160)
,            line 230 cols 25-25 is ',' 
192          line 230 cols 27-29 is T_IntConstant (value = 192)
,            line 230 cols 30-30 is ',' 
kernel_size  line 230 cols 32-42 is T_kernel_size 
=            line 230 cols 43-43 is '=' 
(            line 230 cols 44-44 is '(' 
7            line 230 cols 45-45 is T_IntConstant (value = 7)
,            line 230 cols 46-46 is ',' 
1            line 230 cols 48-48 is T_IntConstant (value = 1)
)            line 230 cols 49-49 is ')' 
,            line 230 cols 50-50 is ',' 
stride       line 230 cols 52-57 is T_stride 
=            line 230 cols 58-58 is '=' 
(            line 230 cols 59-59 is '(' 
1            line 230 cols 60-60 is T_IntConstant (value = 1)
,            line 230 cols 61-61 is ',' 
1            line 230 cols 63-63 is T_IntConstant (value = 1)
)            line 230 cols 64-64 is ')' 
,            line 230 cols 65-65 is ',' 
padding      line 230 cols 67-73 is T_padding 
=            line 230 cols 74-74 is '=' 
(            line 230 cols 75-75 is '(' 
3            line 230 cols 76-76 is T_IntConstant (value = 3)
,            line 230 cols 77-77 is ',' 
0            line 230 cols 79-79 is T_IntConstant (value = 0)
)            line 230 cols 80-80 is ')' 
,            line 230 cols 81-81 is ',' 
bias         line 230 cols 83-86 is T_bias 
=            line 230 cols 87-87 is '=' 
False        line 230 cols 88-92 is T_BoolConstant (value = false)
)            line 230 cols 93-93 is ')' 
(            line 231 cols 7-7 is '(' 
bn           line 231 cols 8-9 is T_Identifier 
)            line 231 cols 10-10 is ')' 
:            line 231 cols 11-11 is ':' 
BatchNorm2d  line 231 cols 13-23 is T_BatchNorm2d 
(            line 231 cols 24-24 is '(' 
192          line 231 cols 25-27 is T_IntConstant (value = 192)
,            line 231 cols 28-28 is ',' 
eps          line 231 cols 30-32 is T_eps 
=            line 231 cols 33-33 is '=' 
0.001        line 231 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 231 cols 39-39 is ',' 
momentum     line 231 cols 41-48 is T_momentum 
=            line 231 cols 49-49 is '=' 
0.1          line 231 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 231 cols 53-53 is ',' 
affine       line 231 cols 55-60 is T_Identifier 
=            line 231 cols 61-61 is '=' 
True         line 231 cols 62-65 is T_BoolConstant (value = true)
,            line 231 cols 66-66 is ',' 
track_running_stats line 231 cols 68-86 is T_track_running_stats 
=            line 231 cols 87-87 is '=' 
True         line 231 cols 88-91 is T_BoolConstant (value = true)
)            line 231 cols 92-92 is ')' 
)            line 232 cols 5-5 is ')' 
(            line 233 cols 5-5 is '(' 
branch7x7dbl_1 line 233 cols 6-19 is T_Identifier 
)            line 233 cols 20-20 is ')' 
:            line 233 cols 21-21 is ':' 
BasicConv2d  line 233 cols 23-33 is T_Identifier 
(            line 233 cols 34-34 is '(' 
(            line 234 cols 7-7 is '(' 
conv         line 234 cols 8-11 is T_Identifier 
)            line 234 cols 12-12 is ')' 
:            line 234 cols 13-13 is ':' 
Conv2d       line 234 cols 15-20 is T_Conv2d 
(            line 234 cols 21-21 is '(' 
768          line 234 cols 22-24 is T_IntConstant (value = 768)
,            line 234 cols 25-25 is ',' 
160          line 234 cols 27-29 is T_IntConstant (value = 160)
,            line 234 cols 30-30 is ',' 
kernel_size  line 234 cols 32-42 is T_kernel_size 
=            line 234 cols 43-43 is '=' 
(            line 234 cols 44-44 is '(' 
1            line 234 cols 45-45 is T_IntConstant (value = 1)
,            line 234 cols 46-46 is ',' 
1            line 234 cols 48-48 is T_IntConstant (value = 1)
)            line 234 cols 49-49 is ')' 
,            line 234 cols 50-50 is ',' 
stride       line 234 cols 52-57 is T_stride 
=            line 234 cols 58-58 is '=' 
(            line 234 cols 59-59 is '(' 
1            line 234 cols 60-60 is T_IntConstant (value = 1)
,            line 234 cols 61-61 is ',' 
1            line 234 cols 63-63 is T_IntConstant (value = 1)
)            line 234 cols 64-64 is ')' 
,            line 234 cols 65-65 is ',' 
bias         line 234 cols 67-70 is T_bias 
=            line 234 cols 71-71 is '=' 
False        line 234 cols 72-76 is T_BoolConstant (value = false)
)            line 234 cols 77-77 is ')' 
(            line 235 cols 7-7 is '(' 
bn           line 235 cols 8-9 is T_Identifier 
)            line 235 cols 10-10 is ')' 
:            line 235 cols 11-11 is ':' 
BatchNorm2d  line 235 cols 13-23 is T_BatchNorm2d 
(            line 235 cols 24-24 is '(' 
160          line 235 cols 25-27 is T_IntConstant (value = 160)
,            line 235 cols 28-28 is ',' 
eps          line 235 cols 30-32 is T_eps 
=            line 235 cols 33-33 is '=' 
0.001        line 235 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 235 cols 39-39 is ',' 
momentum     line 235 cols 41-48 is T_momentum 
=            line 235 cols 49-49 is '=' 
0.1          line 235 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 235 cols 53-53 is ',' 
affine       line 235 cols 55-60 is T_Identifier 
=            line 235 cols 61-61 is '=' 
True         line 235 cols 62-65 is T_BoolConstant (value = true)
,            line 235 cols 66-66 is ',' 
track_running_stats line 235 cols 68-86 is T_track_running_stats 
=            line 235 cols 87-87 is '=' 
True         line 235 cols 88-91 is T_BoolConstant (value = true)
)            line 235 cols 92-92 is ')' 
)            line 236 cols 5-5 is ')' 
(            line 237 cols 5-5 is '(' 
branch7x7dbl_2 line 237 cols 6-19 is T_Identifier 
)            line 237 cols 20-20 is ')' 
:            line 237 cols 21-21 is ':' 
BasicConv2d  line 237 cols 23-33 is T_Identifier 
(            line 237 cols 34-34 is '(' 
(            line 238 cols 7-7 is '(' 
conv         line 238 cols 8-11 is T_Identifier 
)            line 238 cols 12-12 is ')' 
:            line 238 cols 13-13 is ':' 
Conv2d       line 238 cols 15-20 is T_Conv2d 
(            line 238 cols 21-21 is '(' 
160          line 238 cols 22-24 is T_IntConstant (value = 160)
,            line 238 cols 25-25 is ',' 
160          line 238 cols 27-29 is T_IntConstant (value = 160)
,            line 238 cols 30-30 is ',' 
kernel_size  line 238 cols 32-42 is T_kernel_size 
=            line 238 cols 43-43 is '=' 
(            line 238 cols 44-44 is '(' 
7            line 238 cols 45-45 is T_IntConstant (value = 7)
,            line 238 cols 46-46 is ',' 
1            line 238 cols 48-48 is T_IntConstant (value = 1)
)            line 238 cols 49-49 is ')' 
,            line 238 cols 50-50 is ',' 
stride       line 238 cols 52-57 is T_stride 
=            line 238 cols 58-58 is '=' 
(            line 238 cols 59-59 is '(' 
1            line 238 cols 60-60 is T_IntConstant (value = 1)
,            line 238 cols 61-61 is ',' 
1            line 238 cols 63-63 is T_IntConstant (value = 1)
)            line 238 cols 64-64 is ')' 
,            line 238 cols 65-65 is ',' 
padding      line 238 cols 67-73 is T_padding 
=            line 238 cols 74-74 is '=' 
(            line 238 cols 75-75 is '(' 
3            line 238 cols 76-76 is T_IntConstant (value = 3)
,            line 238 cols 77-77 is ',' 
0            line 238 cols 79-79 is T_IntConstant (value = 0)
)            line 238 cols 80-80 is ')' 
,            line 238 cols 81-81 is ',' 
bias         line 238 cols 83-86 is T_bias 
=            line 238 cols 87-87 is '=' 
False        line 238 cols 88-92 is T_BoolConstant (value = false)
)            line 238 cols 93-93 is ')' 
(            line 239 cols 7-7 is '(' 
bn           line 239 cols 8-9 is T_Identifier 
)            line 239 cols 10-10 is ')' 
:            line 239 cols 11-11 is ':' 
BatchNorm2d  line 239 cols 13-23 is T_BatchNorm2d 
(            line 239 cols 24-24 is '(' 
160          line 239 cols 25-27 is T_IntConstant (value = 160)
,            line 239 cols 28-28 is ',' 
eps          line 239 cols 30-32 is T_eps 
=            line 239 cols 33-33 is '=' 
0.001        line 239 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 239 cols 39-39 is ',' 
momentum     line 239 cols 41-48 is T_momentum 
=            line 239 cols 49-49 is '=' 
0.1          line 239 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 239 cols 53-53 is ',' 
affine       line 239 cols 55-60 is T_Identifier 
=            line 239 cols 61-61 is '=' 
True         line 239 cols 62-65 is T_BoolConstant (value = true)
,            line 239 cols 66-66 is ',' 
track_running_stats line 239 cols 68-86 is T_track_running_stats 
=            line 239 cols 87-87 is '=' 
True         line 239 cols 88-91 is T_BoolConstant (value = true)
)            line 239 cols 92-92 is ')' 
)            line 240 cols 5-5 is ')' 
(            line 241 cols 5-5 is '(' 
branch7x7dbl_3 line 241 cols 6-19 is T_Identifier 
)            line 241 cols 20-20 is ')' 
:            line 241 cols 21-21 is ':' 
BasicConv2d  line 241 cols 23-33 is T_Identifier 
(            line 241 cols 34-34 is '(' 
(            line 242 cols 7-7 is '(' 
conv         line 242 cols 8-11 is T_Identifier 
)            line 242 cols 12-12 is ')' 
:            line 242 cols 13-13 is ':' 
Conv2d       line 242 cols 15-20 is T_Conv2d 
(            line 242 cols 21-21 is '(' 
160          line 242 cols 22-24 is T_IntConstant (value = 160)
,            line 242 cols 25-25 is ',' 
160          line 242 cols 27-29 is T_IntConstant (value = 160)
,            line 242 cols 30-30 is ',' 
kernel_size  line 242 cols 32-42 is T_kernel_size 
=            line 242 cols 43-43 is '=' 
(            line 242 cols 44-44 is '(' 
1            line 242 cols 45-45 is T_IntConstant (value = 1)
,            line 242 cols 46-46 is ',' 
7            line 242 cols 48-48 is T_IntConstant (value = 7)
)            line 242 cols 49-49 is ')' 
,            line 242 cols 50-50 is ',' 
stride       line 242 cols 52-57 is T_stride 
=            line 242 cols 58-58 is '=' 
(            line 242 cols 59-59 is '(' 
1            line 242 cols 60-60 is T_IntConstant (value = 1)
,            line 242 cols 61-61 is ',' 
1            line 242 cols 63-63 is T_IntConstant (value = 1)
)            line 242 cols 64-64 is ')' 
,            line 242 cols 65-65 is ',' 
padding      line 242 cols 67-73 is T_padding 
=            line 242 cols 74-74 is '=' 
(            line 242 cols 75-75 is '(' 
0            line 242 cols 76-76 is T_IntConstant (value = 0)
,            line 242 cols 77-77 is ',' 
3            line 242 cols 79-79 is T_IntConstant (value = 3)
)            line 242 cols 80-80 is ')' 
,            line 242 cols 81-81 is ',' 
bias         line 242 cols 83-86 is T_bias 
=            line 242 cols 87-87 is '=' 
False        line 242 cols 88-92 is T_BoolConstant (value = false)
)            line 242 cols 93-93 is ')' 
(            line 243 cols 7-7 is '(' 
bn           line 243 cols 8-9 is T_Identifier 
)            line 243 cols 10-10 is ')' 
:            line 243 cols 11-11 is ':' 
BatchNorm2d  line 243 cols 13-23 is T_BatchNorm2d 
(            line 243 cols 24-24 is '(' 
160          line 243 cols 25-27 is T_IntConstant (value = 160)
,            line 243 cols 28-28 is ',' 
eps          line 243 cols 30-32 is T_eps 
=            line 243 cols 33-33 is '=' 
0.001        line 243 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 243 cols 39-39 is ',' 
momentum     line 243 cols 41-48 is T_momentum 
=            line 243 cols 49-49 is '=' 
0.1          line 243 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 243 cols 53-53 is ',' 
affine       line 243 cols 55-60 is T_Identifier 
=            line 243 cols 61-61 is '=' 
True         line 243 cols 62-65 is T_BoolConstant (value = true)
,            line 243 cols 66-66 is ',' 
track_running_stats line 243 cols 68-86 is T_track_running_stats 
=            line 243 cols 87-87 is '=' 
True         line 243 cols 88-91 is T_BoolConstant (value = true)
)            line 243 cols 92-92 is ')' 
)            line 244 cols 5-5 is ')' 
(            line 245 cols 5-5 is '(' 
branch7x7dbl_4 line 245 cols 6-19 is T_Identifier 
)            line 245 cols 20-20 is ')' 
:            line 245 cols 21-21 is ':' 
BasicConv2d  line 245 cols 23-33 is T_Identifier 
(            line 245 cols 34-34 is '(' 
(            line 246 cols 7-7 is '(' 
conv         line 246 cols 8-11 is T_Identifier 
)            line 246 cols 12-12 is ')' 
:            line 246 cols 13-13 is ':' 
Conv2d       line 246 cols 15-20 is T_Conv2d 
(            line 246 cols 21-21 is '(' 
160          line 246 cols 22-24 is T_IntConstant (value = 160)
,            line 246 cols 25-25 is ',' 
160          line 246 cols 27-29 is T_IntConstant (value = 160)
,            line 246 cols 30-30 is ',' 
kernel_size  line 246 cols 32-42 is T_kernel_size 
=            line 246 cols 43-43 is '=' 
(            line 246 cols 44-44 is '(' 
7            line 246 cols 45-45 is T_IntConstant (value = 7)
,            line 246 cols 46-46 is ',' 
1            line 246 cols 48-48 is T_IntConstant (value = 1)
)            line 246 cols 49-49 is ')' 
,            line 246 cols 50-50 is ',' 
stride       line 246 cols 52-57 is T_stride 
=            line 246 cols 58-58 is '=' 
(            line 246 cols 59-59 is '(' 
1            line 246 cols 60-60 is T_IntConstant (value = 1)
,            line 246 cols 61-61 is ',' 
1            line 246 cols 63-63 is T_IntConstant (value = 1)
)            line 246 cols 64-64 is ')' 
,            line 246 cols 65-65 is ',' 
padding      line 246 cols 67-73 is T_padding 
=            line 246 cols 74-74 is '=' 
(            line 246 cols 75-75 is '(' 
3            line 246 cols 76-76 is T_IntConstant (value = 3)
,            line 246 cols 77-77 is ',' 
0            line 246 cols 79-79 is T_IntConstant (value = 0)
)            line 246 cols 80-80 is ')' 
,            line 246 cols 81-81 is ',' 
bias         line 246 cols 83-86 is T_bias 
=            line 246 cols 87-87 is '=' 
False        line 246 cols 88-92 is T_BoolConstant (value = false)
