DenseNet     line 1 cols 1-8 is T_Identifier 
:            line 462 cols 16-16 is ':' 
Conv2d       line 462 cols 18-23 is T_Conv2d 
(            line 462 cols 24-24 is '(' 
128          line 462 cols 25-27 is T_IntConstant (value = 128)
,            line 462 cols 28-28 is ',' 
32           line 462 cols 30-31 is T_IntConstant (value = 32)
,            line 462 cols 32-32 is ',' 
kernel_size  line 462 cols 34-44 is T_kernel_size 
=            line 462 cols 45-45 is '=' 
(            line 462 cols 46-46 is '(' 
3            line 462 cols 47-47 is T_IntConstant (value = 3)
,            line 462 cols 48-48 is ',' 
3            line 462 cols 50-50 is T_IntConstant (value = 3)
)            line 462 cols 51-51 is ')' 
,            line 462 cols 52-52 is ',' 
stride       line 462 cols 54-59 is T_stride 
=            line 462 cols 60-60 is '=' 
(            line 462 cols 61-61 is '(' 
1            line 462 cols 62-62 is T_IntConstant (value = 1)
,            line 462 cols 63-63 is ',' 
1            line 462 cols 65-65 is T_IntConstant (value = 1)
)            line 462 cols 66-66 is ')' 
,            line 462 cols 67-67 is ',' 
padding      line 462 cols 69-75 is T_padding 
=            line 462 cols 76-76 is '=' 
(            line 462 cols 77-77 is '(' 
1            line 462 cols 78-78 is T_IntConstant (value = 1)
,            line 462 cols 79-79 is ',' 
1            line 462 cols 81-81 is T_IntConstant (value = 1)
)            line 462 cols 82-82 is ')' 
,            line 462 cols 83-83 is ',' 
bias         line 462 cols 85-88 is T_bias 
=            line 462 cols 89-89 is '=' 
False        line 462 cols 90-94 is T_BoolConstant (value = false)
)            line 462 cols 95-95 is ')' 
)            line 463 cols 7-7 is ')' 
(            line 464 cols 7-7 is '(' 
denselayer13 line 464 cols 8-19 is T_Identifier 
)            line 464 cols 20-20 is ')' 
:            line 464 cols 21-21 is ':' 
_DenseLayer  line 464 cols 23-33 is T_Identifier 
(            line 464 cols 34-34 is '(' 
(            line 465 cols 9-9 is '(' 
norm1        line 465 cols 10-14 is T_Identifier 
)            line 465 cols 15-15 is ')' 
:            line 465 cols 16-16 is ':' 
BatchNorm2d  line 465 cols 18-28 is T_BatchNorm2d 
(            line 465 cols 29-29 is '(' 
896          line 465 cols 30-32 is T_IntConstant (value = 896)
,            line 465 cols 33-33 is ',' 
eps          line 465 cols 35-37 is T_eps 
=            line 465 cols 38-38 is '=' 
1e-05        line 465 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 465 cols 44-44 is ',' 
momentum     line 465 cols 46-53 is T_momentum 
=            line 465 cols 54-54 is '=' 
0.1          line 465 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 465 cols 58-58 is ',' 
affine       line 465 cols 60-65 is T_Identifier 
=            line 465 cols 66-66 is '=' 
True         line 465 cols 67-70 is T_BoolConstant (value = true)
,            line 465 cols 71-71 is ',' 
track_running_stats line 465 cols 73-91 is T_track_running_stats 
=            line 465 cols 92-92 is '=' 
True         line 465 cols 93-96 is T_BoolConstant (value = true)
)            line 465 cols 97-97 is ')' 
(            line 466 cols 9-9 is '(' 
relu1        line 466 cols 10-14 is T_Identifier 
)            line 466 cols 15-15 is ')' 
:            line 466 cols 16-16 is ':' 
ReLU         line 466 cols 18-21 is T_ReLU 
(            line 466 cols 22-22 is '(' 
inplace      line 466 cols 23-29 is T_inplace 
=            line 466 cols 30-30 is '=' 
True         line 466 cols 31-34 is T_BoolConstant (value = true)
)            line 466 cols 35-35 is ')' 
(            line 467 cols 9-9 is '(' 
conv1        line 467 cols 10-14 is T_Identifier 
)            line 467 cols 15-15 is ')' 
:            line 467 cols 16-16 is ':' 
Conv2d       line 467 cols 18-23 is T_Conv2d 
(            line 467 cols 24-24 is '(' 
896          line 467 cols 25-27 is T_IntConstant (value = 896)
,            line 467 cols 28-28 is ',' 
128          line 467 cols 30-32 is T_IntConstant (value = 128)
,            line 467 cols 33-33 is ',' 
kernel_size  line 467 cols 35-45 is T_kernel_size 
=            line 467 cols 46-46 is '=' 
(            line 467 cols 47-47 is '(' 
1            line 467 cols 48-48 is T_IntConstant (value = 1)
,            line 467 cols 49-49 is ',' 
1            line 467 cols 51-51 is T_IntConstant (value = 1)
)            line 467 cols 52-52 is ')' 
,            line 467 cols 53-53 is ',' 
stride       line 467 cols 55-60 is T_stride 
=            line 467 cols 61-61 is '=' 
(            line 467 cols 62-62 is '(' 
1            line 467 cols 63-63 is T_IntConstant (value = 1)
,            line 467 cols 64-64 is ',' 
1            line 467 cols 66-66 is T_IntConstant (value = 1)
)            line 467 cols 67-67 is ')' 
,            line 467 cols 68-68 is ',' 
bias         line 467 cols 70-73 is T_bias 
=            line 467 cols 74-74 is '=' 
False        line 467 cols 75-79 is T_BoolConstant (value = false)
)            line 467 cols 80-80 is ')' 
(            line 468 cols 9-9 is '(' 
norm2        line 468 cols 10-14 is T_Identifier 
)            line 468 cols 15-15 is ')' 
:            line 468 cols 16-16 is ':' 
BatchNorm2d  line 468 cols 18-28 is T_BatchNorm2d 
(            line 468 cols 29-29 is '(' 
128          line 468 cols 30-32 is T_IntConstant (value = 128)
,            line 468 cols 33-33 is ',' 
eps          line 468 cols 35-37 is T_eps 
=            line 468 cols 38-38 is '=' 
1e-05        line 468 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 468 cols 44-44 is ',' 
momentum     line 468 cols 46-53 is T_momentum 
=            line 468 cols 54-54 is '=' 
0.1          line 468 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 468 cols 58-58 is ',' 
affine       line 468 cols 60-65 is T_Identifier 
=            line 468 cols 66-66 is '=' 
True         line 468 cols 67-70 is T_BoolConstant (value = true)
,            line 468 cols 71-71 is ',' 
track_running_stats line 468 cols 73-91 is T_track_running_stats 
=            line 468 cols 92-92 is '=' 
True         line 468 cols 93-96 is T_BoolConstant (value = true)
)            line 468 cols 97-97 is ')' 
(            line 469 cols 9-9 is '(' 
relu2        line 469 cols 10-14 is T_Identifier 
)            line 469 cols 15-15 is ')' 
:            line 469 cols 16-16 is ':' 
ReLU         line 469 cols 18-21 is T_ReLU 
(            line 469 cols 22-22 is '(' 
inplace      line 469 cols 23-29 is T_inplace 
=            line 469 cols 30-30 is '=' 
True         line 469 cols 31-34 is T_BoolConstant (value = true)
)            line 469 cols 35-35 is ')' 
(            line 470 cols 9-9 is '(' 
conv2        line 470 cols 10-14 is T_Identifier 
)            line 470 cols 15-15 is ')' 
:            line 470 cols 16-16 is ':' 
Conv2d       line 470 cols 18-23 is T_Conv2d 
(            line 470 cols 24-24 is '(' 
128          line 470 cols 25-27 is T_IntConstant (value = 128)
,            line 470 cols 28-28 is ',' 
32           line 470 cols 30-31 is T_IntConstant (value = 32)
,            line 470 cols 32-32 is ',' 
kernel_size  line 470 cols 34-44 is T_kernel_size 
=            line 470 cols 45-45 is '=' 
(            line 470 cols 46-46 is '(' 
3            line 470 cols 47-47 is T_IntConstant (value = 3)
,            line 470 cols 48-48 is ',' 
3            line 470 cols 50-50 is T_IntConstant (value = 3)
)            line 470 cols 51-51 is ')' 
,            line 470 cols 52-52 is ',' 
stride       line 470 cols 54-59 is T_stride 
=            line 470 cols 60-60 is '=' 
(            line 470 cols 61-61 is '(' 
1            line 470 cols 62-62 is T_IntConstant (value = 1)
,            line 470 cols 63-63 is ',' 
1            line 470 cols 65-65 is T_IntConstant (value = 1)
)            line 470 cols 66-66 is ')' 
,            line 470 cols 67-67 is ',' 
padding      line 470 cols 69-75 is T_padding 
=            line 470 cols 76-76 is '=' 
(            line 470 cols 77-77 is '(' 
1            line 470 cols 78-78 is T_IntConstant (value = 1)
,            line 470 cols 79-79 is ',' 
1            line 470 cols 81-81 is T_IntConstant (value = 1)
)            line 470 cols 82-82 is ')' 
,            line 470 cols 83-83 is ',' 
bias         line 470 cols 85-88 is T_bias 
=            line 470 cols 89-89 is '=' 
False        line 470 cols 90-94 is T_BoolConstant (value = false)
)            line 470 cols 95-95 is ')' 
)            line 471 cols 7-7 is ')' 
(            line 472 cols 7-7 is '(' 
denselayer14 line 472 cols 8-19 is T_Identifier 
)            line 472 cols 20-20 is ')' 
:            line 472 cols 21-21 is ':' 
_DenseLayer  line 472 cols 23-33 is T_Identifier 
(            line 472 cols 34-34 is '(' 
(            line 473 cols 9-9 is '(' 
norm1        line 473 cols 10-14 is T_Identifier 
)            line 473 cols 15-15 is ')' 
:            line 473 cols 16-16 is ':' 
BatchNorm2d  line 473 cols 18-28 is T_BatchNorm2d 
(            line 473 cols 29-29 is '(' 
928          line 473 cols 30-32 is T_IntConstant (value = 928)
,            line 473 cols 33-33 is ',' 
eps          line 473 cols 35-37 is T_eps 
=            line 473 cols 38-38 is '=' 
1e-05        line 473 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 473 cols 44-44 is ',' 
momentum     line 473 cols 46-53 is T_momentum 
=            line 473 cols 54-54 is '=' 
0.1          line 473 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 473 cols 58-58 is ',' 
affine       line 473 cols 60-65 is T_Identifier 
=            line 473 cols 66-66 is '=' 
True         line 473 cols 67-70 is T_BoolConstant (value = true)
,            line 473 cols 71-71 is ',' 
track_running_stats line 473 cols 73-91 is T_track_running_stats 
=            line 473 cols 92-92 is '=' 
True         line 473 cols 93-96 is T_BoolConstant (value = true)
)            line 473 cols 97-97 is ')' 
(            line 474 cols 9-9 is '(' 
relu1        line 474 cols 10-14 is T_Identifier 
)            line 474 cols 15-15 is ')' 
:            line 474 cols 16-16 is ':' 
ReLU         line 474 cols 18-21 is T_ReLU 
(            line 474 cols 22-22 is '(' 
inplace      line 474 cols 23-29 is T_inplace 
=            line 474 cols 30-30 is '=' 
True         line 474 cols 31-34 is T_BoolConstant (value = true)
)            line 474 cols 35-35 is ')' 
(            line 475 cols 9-9 is '(' 
conv1        line 475 cols 10-14 is T_Identifier 
)            line 475 cols 15-15 is ')' 
:            line 475 cols 16-16 is ':' 
Conv2d       line 475 cols 18-23 is T_Conv2d 
(            line 475 cols 24-24 is '(' 
928          line 475 cols 25-27 is T_IntConstant (value = 928)
,            line 475 cols 28-28 is ',' 
128          line 475 cols 30-32 is T_IntConstant (value = 128)
,            line 475 cols 33-33 is ',' 
kernel_size  line 475 cols 35-45 is T_kernel_size 
=            line 475 cols 46-46 is '=' 
(            line 475 cols 47-47 is '(' 
1            line 475 cols 48-48 is T_IntConstant (value = 1)
,            line 475 cols 49-49 is ',' 
1            line 475 cols 51-51 is T_IntConstant (value = 1)
)            line 475 cols 52-52 is ')' 
,            line 475 cols 53-53 is ',' 
stride       line 475 cols 55-60 is T_stride 
=            line 475 cols 61-61 is '=' 
(            line 475 cols 62-62 is '(' 
1            line 475 cols 63-63 is T_IntConstant (value = 1)
,            line 475 cols 64-64 is ',' 
1            line 475 cols 66-66 is T_IntConstant (value = 1)
)            line 475 cols 67-67 is ')' 
,            line 475 cols 68-68 is ',' 
bias         line 475 cols 70-73 is T_bias 
=            line 475 cols 74-74 is '=' 
False        line 475 cols 75-79 is T_BoolConstant (value = false)
)            line 475 cols 80-80 is ')' 
(            line 476 cols 9-9 is '(' 
norm2        line 476 cols 10-14 is T_Identifier 
)            line 476 cols 15-15 is ')' 
:            line 476 cols 16-16 is ':' 
BatchNorm2d  line 476 cols 18-28 is T_BatchNorm2d 
(            line 476 cols 29-29 is '(' 
128          line 476 cols 30-32 is T_IntConstant (value = 128)
,            line 476 cols 33-33 is ',' 
eps          line 476 cols 35-37 is T_eps 
=            line 476 cols 38-38 is '=' 
1e-05        line 476 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 476 cols 44-44 is ',' 
momentum     line 476 cols 46-53 is T_momentum 
=            line 476 cols 54-54 is '=' 
0.1          line 476 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 476 cols 58-58 is ',' 
affine       line 476 cols 60-65 is T_Identifier 
=            line 476 cols 66-66 is '=' 
True         line 476 cols 67-70 is T_BoolConstant (value = true)
,            line 476 cols 71-71 is ',' 
track_running_stats line 476 cols 73-91 is T_track_running_stats 
=            line 476 cols 92-92 is '=' 
True         line 476 cols 93-96 is T_BoolConstant (value = true)
)            line 476 cols 97-97 is ')' 
(            line 477 cols 9-9 is '(' 
relu2        line 477 cols 10-14 is T_Identifier 
)            line 477 cols 15-15 is ')' 
:            line 477 cols 16-16 is ':' 
ReLU         line 477 cols 18-21 is T_ReLU 
(            line 477 cols 22-22 is '(' 
inplace      line 477 cols 23-29 is T_inplace 
=            line 477 cols 30-30 is '=' 
True         line 477 cols 31-34 is T_BoolConstant (value = true)
)            line 477 cols 35-35 is ')' 
(            line 478 cols 9-9 is '(' 
conv2        line 478 cols 10-14 is T_Identifier 
)            line 478 cols 15-15 is ')' 
:            line 478 cols 16-16 is ':' 
Conv2d       line 478 cols 18-23 is T_Conv2d 
(            line 478 cols 24-24 is '(' 
128          line 478 cols 25-27 is T_IntConstant (value = 128)
,            line 478 cols 28-28 is ',' 
32           line 478 cols 30-31 is T_IntConstant (value = 32)
,            line 478 cols 32-32 is ',' 
kernel_size  line 478 cols 34-44 is T_kernel_size 
=            line 478 cols 45-45 is '=' 
(            line 478 cols 46-46 is '(' 
3            line 478 cols 47-47 is T_IntConstant (value = 3)
,            line 478 cols 48-48 is ',' 
3            line 478 cols 50-50 is T_IntConstant (value = 3)
)            line 478 cols 51-51 is ')' 
,            line 478 cols 52-52 is ',' 
stride       line 478 cols 54-59 is T_stride 
=            line 478 cols 60-60 is '=' 
(            line 478 cols 61-61 is '(' 
1            line 478 cols 62-62 is T_IntConstant (value = 1)
,            line 478 cols 63-63 is ',' 
1            line 478 cols 65-65 is T_IntConstant (value = 1)
)            line 478 cols 66-66 is ')' 
,            line 478 cols 67-67 is ',' 
padding      line 478 cols 69-75 is T_padding 
=            line 478 cols 76-76 is '=' 
(            line 478 cols 77-77 is '(' 
1            line 478 cols 78-78 is T_IntConstant (value = 1)
,            line 478 cols 79-79 is ',' 
1            line 478 cols 81-81 is T_IntConstant (value = 1)
)            line 478 cols 82-82 is ')' 
,            line 478 cols 83-83 is ',' 
bias         line 478 cols 85-88 is T_bias 
=            line 478 cols 89-89 is '=' 
False        line 478 cols 90-94 is T_BoolConstant (value = false)
)            line 478 cols 95-95 is ')' 
)            line 479 cols 7-7 is ')' 
(            line 480 cols 7-7 is '(' 
denselayer15 line 480 cols 8-19 is T_Identifier 
